district,year,total_residents,jutland_residents,local_residents,jutland_share_pct,local_share_pct,edu_total,edu_high,high_ed_share_pct
Nørrebro,2016,62551.0,11433.0,26313.0,18.27788524563956,42.06647375741395,47403.0,24877.0,52.47980085648587
Nørrebro,2017,62686.0,11359.0,26525.0,18.12047347095045,42.31407331780621,47423.0,25135.0,53.00170803196761
Nørrebro,2018,63084.0,11195.0,27036.0,17.746179696912055,42.857142857142854,47129.0,25129.0,53.3196121284135
Nørrebro,2019,62843.0,10971.0,27161.0,17.45779163948252,43.22040640962398,46762.0,25028.0,53.52209058637355
Nørrebro,2020,62466.0,10763.0,27143.0,17.23017321422854,43.45243812634073,46203.0,24803.0,53.68266129904985
Nørrebro,2021,61685.0,10478.0,27022.0,16.986301369863014,43.806435924454895,45842.0,24722.0,53.928711661794864
Nørrebro,2022,61088.0,10203.0,26916.0,16.702134625458356,44.06102671555789,45553.0,24937.0,54.742827036638644
Nørrebro,2023,60730.0,9979.0,26971.0,16.431747077227072,44.411328832537464,45595.0,25279.0,55.44248272836934
Nørrebro,2024,60630.0,9836.0,27105.0,16.222991918192314,44.70559129143988,45886.0,25769.0,56.15874122826134
Valby,1985,40570.0,5717.0,21564.0,14.09169336948484,53.152575794922356,28770.0,2773.0,9.638512339242267
Valby,1986,40082.0,5615.0,21275.0,14.008781996906341,53.07868868818921,28386.0,2899.0,10.212780948354823
Valby,1987,39750.0,5499.0,21029.0,13.833962264150943,52.90314465408805,28231.0,3015.0,10.679749211859304
Valby,1988,39633.0,5479.0,20921.0,13.824338303938637,52.78681906492065,28013.0,3142.0,11.216221040231321
Valby,1989,39447.0,5418.0,20800.0,13.734884782112708,52.72897812254417,27896.0,3290.0,11.793805563521651
Valby,1990,39414.0,5374.0,20788.0,13.63474907393312,52.742680265895366,27555.0,3440.0,12.484122663763383
Valby,1991,39467.0,5443.0,20661.0,13.79126865482555,52.350064610940784,27355.0,3613.0,13.207823067080973
Valby,1992,39765.0,5475.0,20711.0,13.768389287061487,52.083490506727024,27266.0,3725.0,13.661703220127631
Valby,1993,39676.0,5331.0,20754.0,13.43633430789394,52.30870047383809,27083.0,3904.0,14.414946645497176
Valby,1994,39353.0,5162.0,20628.0,13.117170228445099,52.417858867176584,27112.0,4068.0,15.004426084390676
Valby,1995,39312.0,5084.0,20567.0,12.932437932437933,52.31735856735857,27648.0,4364.0,15.784143518518519
Valby,1996,40067.0,5071.0,20873.0,12.656300696333641,52.09524047220905,27617.0,4560.0,16.51156896114712
Valby,1997,40110.0,5063.0,20856.0,12.62278733482922,51.99700822737472,27794.0,4822.0,17.349068144203784
Valby,1998,40241.0,5070.0,20833.0,12.59909047985885,51.770582241991995,27921.0,5102.0,18.272984491959456
Valby,1999,40310.0,5093.0,20797.0,12.634581989580749,51.5926569089556,27801.0,5309.0,19.096435380022303
Valby,2000,40228.0,5172.0,20668.0,12.856716714726062,51.37715024361142,27763.0,5608.0,20.199546158556352
Valby,2001,40113.0,5143.0,20547.0,12.821279884326778,51.222795602423155,27775.0,5886.0,21.191719171917192
Valby,2002,39994.0,5174.0,20402.0,12.936940541081162,51.012651897784664,27660.0,6214.0,22.465654374548084
Valby,2003,39785.0,5148.0,20232.0,12.93955008168908,50.85333668468016,27681.0,6518.0,23.54683718073769
Valby,2004,39660.0,5143.0,20082.0,12.967725668179526,50.635400907715585,27771.0,6916.0,24.903676497065284
Valby,2005,39500.0,5162.0,19894.0,13.068354430379747,50.36455696202532,27500.0,7178.0,26.10181818181818
Valby,2006,38956.0,5174.0,19474.0,13.28165109354143,49.989732005339356,27156.0,7278.0,26.800707026071585
Valby,2007,38442.0,5018.0,19251.0,13.053431143020655,50.078039644139224,27303.0,7141.0,26.154635021792476
Valby,2008,38444.0,5044.0,19111.0,13.120382894599938,49.711268338362295,27618.0,8080.0,29.256282134839598
Valby,2009,38875.0,5069.0,19253.0,13.039228295819935,49.52540192926045,27939.0,8456.0,30.265936504527723
Valby,2010,39334.0,5083.0,19443.0,12.922662327757157,49.43051812681141,28198.0,8792.0,31.179516277750196
Valby,2011,39632.0,5068.0,19512.0,12.787646346386758,49.23294307630198,28496.0,9222.0,32.362436833239755
Valby,2012,40279.0,5180.0,19819.0,12.860299411604062,49.20430000744805,28983.0,9545.0,32.933098713038675
Valby,2013,41058.0,5314.0,20031.0,12.942666471820353,48.78708168931755,29579.0,10004.0,33.82129213293215
Valby,2014,41924.0,5464.0,20213.0,13.033107527907642,48.21343383264956,29763.0,10343.0,34.75120115579747
Valby,2015,42329.0,5501.0,20343.0,12.995818469607125,48.059250159465144,29969.0,10809.0,36.06726951182889
Valby,2016,42788.0,5597.0,20406.0,13.080770309432552,47.69094138543517,30598.0,11456.0,37.440355578796
Valby,2017,43470.0,5780.0,20409.0,13.2965263400046,46.9496204278813,31274.0,12071.0,38.59755707616551
Valby,2018,44131.0,5859.0,20331.0,13.276381681810971,46.06965625070812,32256.0,12836.0,39.79414682539682
Valby,2019,45167.0,6053.0,20349.0,13.401377111608033,45.05280403834658,33110.0,13412.0,40.50739957716702
Valby,2020,46180.0,6146.0,20582.0,13.308791684711997,44.56907752273712,34073.0,13963.0,40.97966131541103
Valby,2021,47217.0,6358.0,20748.0,13.46548912467967,43.94180062265709,35010.0,14428.0,41.211082547843475
Valby,2022,48239.0,6529.0,20818.0,13.534691846845913,43.155952652418165,35063.0,14750.0,42.06713629752161
Valby,2023,48089.0,6545.0,20648.0,13.610181122502027,42.93705421198195,34596.0,14852.0,42.92981847612441
Valby,2024,47436.0,6452.0,20307.0,13.601484104899233,42.8092587907918,34718.0,15400.0,44.357393859093264
Vanløse,1985,32315.0,4707.0,16797.0,14.565991025839393,51.978957140646756,22365.0,3221.0,14.401967359713838
Vanløse,1986,32125.0,4620.0,16773.0,14.381322957198444,52.21167315175097,22152.0,3394.0,15.32141567352835
Vanløse,1987,31871.0,4549.0,16566.0,14.273163691129866,51.97828747136896,22120.0,3532.0,15.96745027124774
Vanløse,1988,31724.0,4488.0,16511.0,14.147018030513177,52.04576976421637,22070.0,3725.0,16.878115088355234
Vanløse,1989,31700.0,4465.0,16453.0,14.085173501577287,51.90220820189275,22071.0,3896.0,17.65212269493906
Vanløse,1990,31592.0,4377.0,16443.0,13.85477336034439,52.047986832109395,22021.0,4068.0,18.473275509740702
Vanløse,1991,31523.0,4409.0,16126.0,13.986612949275132,51.156298575643184,22004.0,4205.0,19.11016178876568
Vanløse,1992,31795.0,4352.0,16197.0,13.687686743198617,50.94197200817739,22186.0,4394.0,19.805282610655368
Vanløse,1993,31939.0,4317.0,16380.0,13.516390619618647,51.28526253170106,22302.0,4588.0,20.57214599587481
Vanløse,1994,32126.0,4261.0,16433.0,13.263400361078254,51.15171512170827,22429.0,4813.0,21.45882562753578
Vanløse,1995,32222.0,4284.0,16433.0,13.295264105269691,50.9993172366706,22618.0,4968.0,21.964806791051377
Vanløse,1996,32222.0,4258.0,16391.0,13.214573893613059,50.86897151014835,22825.0,5185.0,22.71631982475356
Vanløse,1997,32311.0,4260.0,16406.0,13.184364457924547,50.775277769180775,23025.0,5453.0,23.68295331161781
Vanløse,1998,32379.0,4271.0,16365.0,13.19064825967448,50.542017974613174,23101.0,5633.0,24.384225791091296
Vanløse,1999,32368.0,4206.0,16359.0,12.994315373208106,50.54065743944636,23222.0,5898.0,25.398329170614073
Vanløse,2000,32442.0,4291.0,16430.0,13.226681462301954,50.64422661981382,23373.0,6166.0,26.380866812133657
Vanløse,2001,32516.0,4352.0,16376.0,13.384180095952761,50.362898265469305,23515.0,6455.0,27.450563470125452
Vanløse,2002,32640.0,4443.0,16314.0,13.612132352941176,49.981617647058826,23633.0,6793.0,28.743705835061142
Vanløse,2003,32586.0,4397.0,16259.0,13.493524826612656,49.89566071318971,23576.0,7010.0,29.733627417712928
Vanløse,2004,32422.0,4287.0,16088.0,13.22250323854173,49.62062796866325,23721.0,7358.0,31.018928375700856
Vanløse,2005,32435.0,4267.0,16025.0,13.155541852936642,49.40650531832897,23713.0,7660.0,32.30295618437144
Vanløse,2006,32265.0,4275.0,15862.0,13.249651324965132,49.161630249496355,23471.0,7841.0,33.407183332623234
Vanløse,2007,31809.0,4247.0,15650.0,13.351567166525196,49.199911974598386,23425.0,7564.0,32.29028815368196
Vanløse,2008,31665.0,4161.0,15544.0,13.140691615348176,49.088899415758725,23463.0,8189.0,34.90176021821591
Vanløse,2009,31730.0,4155.0,15583.0,13.094862905767412,49.11125118184683,23634.0,8390.0,35.4997038165355
Vanløse,2010,31952.0,4148.0,15638.0,12.981972959439158,48.9421632448673,23801.0,8617.0,36.20436116129574
Vanløse,2011,32314.0,4130.0,15750.0,12.780838026861423,48.74048400074271,24156.0,8947.0,37.038416956449744
Vanløse,2012,32825.0,4201.0,15944.0,12.798172124904799,48.572734196496576,24483.0,9203.0,37.58934771065638
Vanløse,2013,33369.0,4298.0,16030.0,12.880218166561779,48.03859869939165,24705.0,9555.0,38.67638129933212
Vanløse,2014,33678.0,4355.0,16082.0,12.93129045667795,47.752241819585485,24671.0,9835.0,39.86461837785254
Vanløse,2015,33800.0,4380.0,16041.0,12.958579881656805,47.4585798816568,24865.0,10143.0,40.792278302835314
Vanløse,2016,34208.0,4412.0,16104.0,12.89756782039289,47.076707202993454,24806.0,10463.0,42.17931145690559
Vanløse,2017,34324.0,4449.0,16066.0,12.961776016781261,46.806898962824846,24598.0,10635.0,43.23522237580291
Vanløse,2018,34296.0,4476.0,15998.0,13.05108467459762,46.64683928154887,24565.0,10808.0,43.997557500508854
Vanløse,2019,34421.0,4402.0,16094.0,12.788704569884663,46.75634060602539,24426.0,10947.0,44.81699828052076
Vanløse,2020,34327.0,4340.0,16044.0,12.643108923005215,46.73871879278702,24257.0,11023.0,45.442552665210044
Vanløse,2021,34241.0,4296.0,16029.0,12.546362547822785,46.81230104260974,24038.0,11100.0,46.176886596222644
Vanløse,2022,33969.0,4262.0,15819.0,12.546733786687863,46.56893049545174,23785.0,11103.0,46.68068110153458
Vanløse,2023,33539.0,4239.0,15608.0,12.639017263484302,46.536867527356215,23741.0,11221.0,47.264226443704985
Vanløse,2024,33490.0,4205.0,15560.0,12.555986861749776,46.46163033741416,23691.0,11394.0,48.094212992275544
Vesterbro-Kongens Enghave,1985,42532.0,6672.0,22133.0,15.687012132041756,52.038465155647515,31732.0,2674.0,8.426824656498173
Vesterbro-Kongens Enghave,1986,41632.0,6460.0,21608.0,15.516910069177555,51.902382782475016,31324.0,2854.0,9.111224620099604
Vesterbro-Kongens Enghave,1987,40950.0,6338.0,21052.0,15.477411477411477,51.40903540903541,31180.0,3070.0,9.846055163566389
Vesterbro-Kongens Enghave,1988,40598.0,6220.0,20760.0,15.320951771023203,51.135523917434355,31207.0,3267.0,10.46880507578428
Vesterbro-Kongens Enghave,1989,40482.0,6217.0,20598.0,15.357442814090213,50.881873425226026,30949.0,3391.0,10.956735274160716
Vesterbro-Kongens Enghave,1990,40056.0,6010.0,20357.0,15.003994407829039,50.821350109846215,30486.0,3456.0,11.33635111198583
Vesterbro-Kongens Enghave,1991,39966.0,6037.0,20062.0,15.105339538607817,50.19766801781514,30353.0,3655.0,12.041643330148585
Vesterbro-Kongens Enghave,1992,39874.0,6106.0,19623.0,15.313236695591112,49.212519436224106,30237.0,3949.0,13.060158084466051
Vesterbro-Kongens Enghave,1993,39495.0,5933.0,19311.0,15.022154703126978,48.89479680972275,30436.0,4256.0,13.983440662373505
Vesterbro-Kongens Enghave,1994,39420.0,5829.0,19177.0,14.786910197869101,48.64789446981228,30581.0,4676.0,15.29053987770184
Vesterbro-Kongens Enghave,1995,39464.0,5772.0,19093.0,14.625988242448814,48.380802756943034,30750.0,4985.0,16.211382113821138
Vesterbro-Kongens Enghave,1996,39397.0,5905.0,18872.0,14.988450897276442,47.90212452724827,31117.0,5489.0,17.63987530931645
Vesterbro-Kongens Enghave,1997,39607.0,6045.0,18638.0,15.262453606685687,47.05733834928169,31793.0,6147.0,19.334444689082503
Vesterbro-Kongens Enghave,1998,40240.0,6299.0,18658.0,15.653578528827039,46.366799204771375,32150.0,6784.0,21.10108864696734
Vesterbro-Kongens Enghave,1999,40515.0,6497.0,18605.0,16.036036036036037,45.92126372948291,32580.0,7570.0,23.23511356660528
Vesterbro-Kongens Enghave,2000,41102.0,6674.0,18728.0,16.23765266896988,45.56469271568294,32701.0,8198.0,25.069569737928504
Vesterbro-Kongens Enghave,2001,41410.0,6830.0,18816.0,16.493600579570153,45.43829992755373,32878.0,8820.0,26.82644929740252
Vesterbro-Kongens Enghave,2002,41703.0,6899.0,18953.0,16.543174351965085,45.44756971920485,32715.0,9471.0,28.950022925263642
Vesterbro-Kongens Enghave,2003,41685.0,6966.0,18916.0,16.711047139258728,45.37843348926472,32596.0,10033.0,30.77985028837894
Vesterbro-Kongens Enghave,2004,41646.0,6965.0,18846.0,16.72429525044422,45.25284541132402,32403.0,10393.0,32.074190661358514
Vesterbro-Kongens Enghave,2005,41397.0,6966.0,18691.0,16.8273063265454,45.150614778848706,32175.0,10702.0,33.261849261849264
Vesterbro-Kongens Enghave,2006,41036.0,6942.0,18441.0,16.916853494492642,44.93859050589726,32562.0,11245.0,34.53411952582765
Vesterbro-Kongens Enghave,2007,41442.0,7027.0,18504.0,16.956227981275035,44.650354712610394,32667.0,10725.0,32.83129763982
Vesterbro-Kongens Enghave,2008,41611.0,7109.0,18561.0,17.084424791521474,44.60599360745957,33604.0,12588.0,37.459826211165336
Vesterbro-Kongens Enghave,2009,42825.0,7467.0,18845.0,17.436077057793344,44.00467016929364,34636.0,13395.0,38.67363436886477
Vesterbro-Kongens Enghave,2010,44158.0,7847.0,19272.0,17.770279451062095,43.643280945695004,35609.0,14217.0,39.92529978376253
Vesterbro-Kongens Enghave,2011,45612.0,8194.0,19757.0,17.964570727001668,43.315355608173284,36334.0,14934.0,41.101998128474705
Vesterbro-Kongens Enghave,2012,46689.0,8396.0,20174.0,17.98282250637195,43.209321253400155,36743.0,15499.0,42.18218436164712
Vesterbro-Kongens Enghave,2013,47285.0,8642.0,20302.0,18.276409009199536,42.93539177328962,37323.0,16288.0,43.64065053720226
Vesterbro-Kongens Enghave,2014,48038.0,8837.0,20484.0,18.395853282817768,42.641242349806404,37878.0,17042.0,44.99181582976926
Vesterbro-Kongens Enghave,2015,48937.0,9015.0,20838.0,18.42164415472955,42.58127796963443,38295.0,17705.0,46.23318971145058
Vesterbro-Kongens Enghave,2016,49657.0,9079.0,21146.0,18.283424290633747,42.58412711198824,39414.0,18691.0,47.42223575379307
Vesterbro-Kongens Enghave,2017,51176.0,9450.0,21658.0,18.465687040800375,42.32061904017508,40744.0,19586.0,48.070881602199094
Vesterbro-Kongens Enghave,2018,52908.0,9733.0,22194.0,18.3960837680502,41.94828759355863,41608.0,20343.0,48.89203999230917
Vesterbro-Kongens Enghave,2019,54124.0,9839.0,22684.0,18.178626856847238,41.91116694996674,42828.0,21142.0,49.36490146633044
Vesterbro-Kongens Enghave,2020,55811.0,10001.0,23302.0,17.919406568597587,41.75162602354374,43799.0,21742.0,49.64040274892121
Vesterbro-Kongens Enghave,2021,57039.0,10129.0,23764.0,17.758025210820666,41.662721997229966,45119.0,22542.0,49.96121367938119
Vesterbro-Kongens Enghave,2022,58625.0,10271.0,24259.0,17.519829424307037,41.37995735607676,45690.0,23344.0,51.0921427008098
Vesterbro-Kongens Enghave,2023,59467.0,10359.0,24721.0,17.419745405014545,41.570955319757175,45753.0,23588.0,51.55508928376281
Vesterbro-Kongens Enghave,2024,59539.0,10338.0,24987.0,17.363408858059422,41.96744990678379,46678.0,24165.0,51.76957024722567
Østerbro,1985,55928.0,9121.0,28199.0,16.308468030324704,50.42018309254756,41969.0,7176.0,17.098334484977006
Østerbro,1986,55245.0,8907.0,27733.0,16.122726038555527,50.20001810118563,41921.0,7618.0,18.172276424703607
Østerbro,1987,54801.0,8776.0,27329.0,16.014306308279046,49.869527928322476,42031.0,8081.0,19.22628536080512
Østerbro,1988,54622.0,8695.0,27067.0,15.918494379554026,49.55329354472557,42233.0,8513.0,20.15722302464897
Østerbro,1989,54644.0,8657.0,26766.0,15.84254446965815,48.98250494107313,42204.0,8875.0,21.0288124348403
Østerbro,1990,54517.0,8543.0,26507.0,15.670341361410202,48.62153089861878,42189.0,9235.0,21.889592073763303
Østerbro,1991,55631.0,8823.0,26784.0,15.859862306987111,48.145817979184265,42067.0,9582.0,22.777949461573204
Østerbro,1992,55907.0,8825.0,26584.0,15.785143184216645,47.550396193678786,42380.0,10123.0,23.886267107126002
Østerbro,1993,56150.0,8914.0,26618.0,15.8753339269813,47.40516473731078,42778.0,10610.0,24.80246855860489
Østerbro,1994,56453.0,8860.0,26677.0,15.694471507271535,47.25523887127345,43170.0,11283.0,26.136205698401668
Østerbro,1995,56824.0,8871.0,26661.0,15.611361396592988,46.91855553991271,43525.0,11979.0,27.522113727742678
Østerbro,1996,57156.0,8884.0,26698.0,15.543425012247184,46.71075652599902,44380.0,12914.0,29.098693105002255
Østerbro,1997,58054.0,8886.0,27007.0,15.306438832810832,46.520480931546494,44544.0,13592.0,30.513649425287355
Østerbro,1998,58149.0,8872.0,27055.0,15.257356102426526,46.52702540026484,44860.0,14450.0,32.21132411948284
Østerbro,1999,58249.0,8959.0,27079.0,15.380521554018095,46.4883517313602,45214.0,15238.0,33.70195072322732
Østerbro,2000,58466.0,8912.0,27109.0,15.243047241131597,46.36711935141792,45288.0,15756.0,34.790673025967145
Østerbro,2001,58535.0,9092.0,27030.0,15.532587340907149,46.17750064064235,45224.0,16157.0,35.726605342296125
Østerbro,2002,58446.0,9060.0,26999.0,15.501488553536598,46.19477808575437,45474.0,16771.0,36.880415182301974
Østerbro,2003,58790.0,9171.0,27071.0,15.599591767307365,46.046946759653004,45288.0,17203.0,37.9857798975446
Østerbro,2004,58646.0,9040.0,27078.0,15.414521024451796,46.171946935852404,45243.0,17479.0,38.633600778020906
Østerbro,2005,58591.0,9112.0,26918.0,15.551876568073595,45.94220955436842,44910.0,17649.0,39.298597194388776
Østerbro,2006,58076.0,9052.0,26613.0,15.586472897582478,45.82443694469316,44351.0,17925.0,40.41622511330071
Østerbro,2007,57544.0,8919.0,26423.0,15.499443903795356,45.917906297789514,44379.0,17159.0,38.66468374681719
Østerbro,2008,57677.0,8870.0,26441.0,15.378747160913361,45.843230403800476,44500.0,18995.0,42.68539325842696
Østerbro,2009,57869.0,8842.0,26470.0,15.279337814719453,45.74124315263786,45085.0,19702.0,43.699678385272264
Østerbro,2010,58665.0,8974.0,26649.0,15.297025483678514,45.42572232165686,45306.0,20255.0,44.70710281198958
Østerbro,2011,59111.0,9072.0,26738.0,15.34739726954374,45.233543672074575,45868.0,20920.0,45.60913926920729
Østerbro,2012,60020.0,9300.0,27061.0,15.494835054981673,45.0866377874042,46415.0,21506.0,46.33415921577076
Østerbro,2013,60845.0,9492.0,27260.0,15.600295833675734,44.80236666940587,46652.0,21948.0,47.04621452456486
Østerbro,2014,61523.0,9550.0,27445.0,15.522650065829039,44.609333094940105,46859.0,22512.0,48.04199833543183
Østerbro,2015,61917.0,9580.0,27597.0,15.472325855580857,44.57095789524686,47191.0,23098.0,48.945773558517516
Østerbro,2016,62478.0,9622.0,27713.0,15.400621018598546,44.35641345753705,47605.0,23926.0,50.259426530826595
Østerbro,2017,63199.0,9572.0,28057.0,15.145809269134006,44.3946897893954,47861.0,24262.0,50.69263074319383
Østerbro,2018,63790.0,9662.0,28222.0,15.146574698228562,44.24204420755604,47461.0,24357.0,51.32003118349803
Østerbro,2019,63607.0,9556.0,28223.0,15.023503702422689,44.370902573616114,47408.0,24505.0,51.68958825514681
Østerbro,2020,63810.0,9493.0,28344.0,14.87697853001097,44.419370004701456,47556.0,24636.0,51.80418874589957
Østerbro,2021,64048.0,9437.0,28500.0,14.734261803647264,44.497876592555585,47294.0,24654.0,52.12923415232376
Østerbro,2022,63555.0,9278.0,28216.0,14.598379356462907,44.396192274407994,47421.0,24889.0,52.485185888108646
Østerbro,2023,63593.0,9192.0,28231.0,14.45442108408158,44.39325082949381,47749.0,25348.0,53.08592850112044
Østerbro,2024,64007.0,9266.0,28342.0,14.47654162825941,44.279531926195574,47934.0,25723.0,53.66337046772646
